datetime,temperature,humidity,wind_speed,precipitation
2020-01-16 07:00:00,0.88,87,4.6,4.73
2020-01-16 08:00:00,8.41,77,7.89,10.9
2020-01-16 09:00:00,14.52,100,9.07,4.35
2020-01-16 10:00:00,-1.66,86,9.97,1.71
2020-01-16 11:00:00,-9.6,65,13.35,17.8
2020-01-16 12:00:00,21.1,76,12.06,5.06
2020-01-16 13:00:00,0.55,96,12.32,14.69
2020-01-16 14:00:00,-3.26,88,14.81,7.1
2020-01-16 15:00:00,-5.89,41,2.82,7.79
2020-01-16 16:00:00,32.62,41,7.4,5.83
2020-01-16 17:00:00,-3.66,63,5.34,6.58
2020-01-16 18:00:00,26.72,57,12.51,7.76
2020-01-16 19:00:00,5.46,53,7.83,7.31
2020-01-16 20:00:00,28.5,51,12.04,1.78
2020-01-16 21:00:00,33.88,46,2.96,14.42
2020-01-16 22:00:00,23.68,29,2.62,18.72
2020-01-16 23:00:00,3.41,56,11.29,1.69
2020-01-17 00:00:00,34.64,93,4.59,15.32
2020-01-17 01:00:00,15.29,83,7.68,19.08
2020-01-17 02:00:00,33.16,41,5.38,4.22
2020-01-17 03:00:00,15.64,63,3.89,10.56
2020-01-17 04:00:00,7.52,48,5.57,7.54
2020-01-17 05:00:00,23.88,94,10.57,19.88
2020-01-17 06:00:00,4.99,78,10.06,11.39
2020-01-17 07:00:00,23.35,46,1.87,13.79
2020-01-17 08:00:00,0.71,91,11.62,13.72
2020-01-17 09:00:00,13.38,99,6.99,9.08
2020-01-17 10:00:00,-1.19,40,3.58,7.72
2020-01-17 11:00:00,29.57,96,4.76,17.38
2020-01-17 12:00:00,7.6,87,5.04,9.06
2020-01-17 13:00:00,16.94,75,10.75,11.82
2020-01-17 14:00:00,12.96,87,1.96,3.92
2020-01-17 15:00:00,5.06,69,2.64,13.56
2020-01-17 16:00:00,19.03,54,1.83,3.68
2020-01-17 17:00:00,16.54,97,7.67,15.43
2020-01-17 18:00:00,6.21,59,14.83,5.07
2020-01-17 19:00:00,29.4,62,14.5,1.2
2020-01-17 20:00:00,-4.57,84,9.34,13.24
2020-01-17 21:00:00,27.41,58,6.11,14.55
2020-01-17 22:00:00,-2.35,98,9.81,14.9
2020-01-17 23:00:00,4.16,53,0.75,19.66
2020-01-18 00:00:00,33.96,44,8.78,3.12
2020-01-18 01:00:00,-4.24,43,6.79,18.62
2020-01-18 02:00:00,29.65,82,6.8,6.8
2020-01-18 03:00:00,16.53,86,4.75,11.36
2020-01-18 04:00:00,18.44,23,7.56,12.34
2020-01-18 05:00:00,16.88,56,0.15,18.39
2020-01-18 06:00:00,14.64,89,14.61,0.58
2020-01-18 07:00:00,11.4,84,13.82,7.79
2020-01-18 08:00:00,13.01,85,13.33,12.7
2020-01-18 09:00:00,10.4,87,3.25,7.21
2020-01-18 10:00:00,28.29,81,0.83,15.58
2020-01-18 11:00:00,32.47,75,13.86,7.87
2020-01-18 12:00:00,-4.25,58,0.26,3.74
2020-01-18 13:00:00,2.72,41,12.49,15.1
2020-01-18 14:00:00,-7.86,73,3.78,8.41
2020-01-18 15:00:00,-9.04,79,13.39,13.17
2020-01-18 16:00:00,6.71,79,7.38,18.55
2020-01-18 17:00:00,-6.3,53,6.26,4.83
2020-01-18 18:00:00,16.87,93,12.37,4.75
2020-01-18 19:00:00,19.58,71,6.59,1.11
2020-01-18 20:00:00,33.57,26,3.4,17.67
2020-01-18 21:00:00,6.77,20,7.08,12.3
2020-01-18 22:00:00,5.87,82,13.14,16.61
2020-01-18 23:00:00,-9.64,92,13.31,11.46
2020-01-19 00:00:00,21.32,75,12.03,5.47
2020-01-19 01:00:00,-6.45,62,6.42,13.49
2020-01-19 02:00:00,15.04,69,2.15,12.51
2020-01-19 03:00:00,24.49,71,2.25,9.46
2020-01-19 04:00:00,22.4,97,12.52,13.82
2020-01-19 05:00:00,-2.39,41,9.08,1.38
2020-01-19 06:00:00,0.09,100,9.02,10.56
2020-01-19 07:00:00,25.9,100,4.38,18.01
2020-01-19 08:00:00,14.02,58,2.72,7.32
2020-01-19 09:00:00,25.61,76,0.36,11.39
2020-01-19 10:00:00,26.23,77,5.9,10.32
2020-01-19 11:00:00,0.18,24,5.08,16.35
2020-01-19 12:00:00,23.27,96,7.54,10.15
2020-01-19 13:00:00,7.45,44,1.45,16.07
2020-01-19 14:00:00,17.34,80,14.27,1.88
2020-01-19 15:00:00,17.7,70,6.35,0.96
2020-01-19 16:00:00,6.99,30,4.08,3.02
2020-01-19 17:00:00,5.86,91,0.1,8.4
2020-01-19 18:00:00,16.19,53,3.01,11.74
2020-01-19 19:00:00,7.87,20,2.8,3.19
2020-01-19 20:00:00,11.89,28,10.9,16.46
2020-01-19 21:00:00,12.36,48,2.58,11.94
2020-01-19 22:00:00,33.24,92,8.61,4.23
2020-01-19 23:00:00,22.72,76,2.32,16.67
2020-01-20 00:00:00,9.31,72,3.23,3.53
2020-01-20 01:00:00,20.34,81,3.64,8.56
2020-01-20 02:00:00,-0.78,28,8.09,3.59
2020-01-20 03:00:00,10.26,45,3.93,4.0
2020-01-20 04:00:00,0.01,53,12.97,6.35
2020-01-20 05:00:00,13.48,32,8.31,1.81
2020-01-20 06:00:00,18.83,41,4.43,1.95
2020-01-20 07:00:00,-7.25,98,9.06,14.68
2020-01-20 08:00:00,25.47,73,2.02,5.66
2020-01-20 09:00:00,-2.62,41,9.8,17.35
2020-01-20 10:00:00,23.53,74,14.72,8.41
2020-01-20 11:00:00,-0.47,81,1.63,15.38
2020-01-20 12:00:00,15.29,66,2.85,7.67
2020-01-20 13:00:00,31.96,29,12.01,3.17
2020-01-20 14:00:00,25.91,96,0.58,13.61
2020-01-20 15:00:00,20.03,81,12.64,15.22
2020-01-20 16:00:00,1.07,88,1.58,0.98
2020-01-20 17:00:00,27.23,53,10.88,4.94
2020-01-20 18:00:00,0.92,82,14.22,6.55
2020-01-20 19:00:00,6.61,81,6.2,5.48
2020-01-20 20:00:00,29.56,60,0.81,5.28
2020-01-20 21:00:00,-9.56,25,13.25,11.08
2020-01-20 22:00:00,22.15,61,13.89,2.13
2020-01-20 23:00:00,21.95,40,8.73,16.05
2020-01-21 00:00:00,-7.19,86,1.33,2.98
2020-01-21 01:00:00,9.33,60,2.41,12.38
2020-01-21 02:00:00,14.0,51,7.76,3.5
2020-01-21 03:00:00,7.75,35,14.56,18.01
2020-01-21 04:00:00,20.26,72,4.03,13.36
2020-01-21 05:00:00,1.65,80,11.28,0.88
2020-01-21 06:00:00,31.61,59,2.38,3.06
2020-01-21 07:00:00,29.72,52,5.4,3.79
2020-01-21 08:00:00,24.84,20,13.03,7.68
2020-01-21 09:00:00,13.98,25,3.03,16.52
2020-01-21 10:00:00,25.73,63,3.38,1.61
2020-01-21 11:00:00,31.58,62,7.21,16.93
2020-01-21 12:00:00,20.66,82,1.87,18.32
2020-01-21 13:00:00,-4.34,84,6.08,9.93
2020-01-21 14:00:00,17.4,27,5.45,1.93
2020-01-21 15:00:00,21.13,82,0.3,14.79
2020-01-21 16:00:00,21.88,49,9.0,7.15
2020-01-21 17:00:00,10.41,25,2.68,14.04
2020-01-21 18:00:00,13.99,33,11.8,0.39
2020-01-21 19:00:00,23.47,86,8.32,10.58
2020-01-21 20:00:00,2.28,55,11.73,10.55
2020-01-21 21:00:00,-1.31,92,12.84,15.54
2020-01-21 22:00:00,-9.57,28,2.49,8.71
2020-01-21 23:00:00,8.7,39,4.17,4.97
2020-01-22 00:00:00,-8.2,100,8.68,12.32
2020-01-22 01:00:00,9.97,83,2.56,1.69
2020-01-22 02:00:00,32.88,82,8.9,18.34
2020-01-22 03:00:00,29.04,24,6.94,16.75
2020-01-22 04:00:00,2.27,48,2.38,18.14
2020-01-22 05:00:00,32.89,20,8.42,15.68
2020-01-22 06:00:00,-2.65,93,10.13,6.11
2020-01-22 07:00:00,8.4,35,3.2,6.61
